cloud_provider,cidr_block,ip_address,ip_address_mask,ip_address_cnt,region
WPEngine,108.166.24.48/28,108.166.24.48,28,16,centralus
WPEngine,141.193.213.0/24,141.193.213.0,24,256,centralus
WPEngine,192.171.117.232/29,192.171.117.232,29,8,centralus
WPEngine,198.101.162.56/29,198.101.162.56,29,8,centralus
WPEngine,198.101.166.128/29,198.101.166.128,29,8,centralus
WPEngine,199.47.222.224/29,199.47.222.224,29,8,centralus
WPEngine,50.56.1.216/29,50.56.1.216,29,8,centralus
